time_seconds,cpu_util,gpu0_power,gpu0_util,gpu0_temp,total_power
2.6226043701171875e-06,21.3,42.89,0.0,75.0,42.89
0.1843550205230713,41.3,42.78,8.0,75.0,42.78
0.34953927993774414,14.6,42.69,9.0,75.0,42.69
0.5164999961853027,22.1,42.67,6.0,75.0,42.67
0.6552004814147949,9.1,42.64,11.0,75.0,42.64
0.7995517253875732,8.0,42.69,9.0,75.0,42.69
0.9384284019470215,7.6,42.91,10.0,75.0,42.91
1.082622766494751,5.6,43.03,10.0,75.0,43.03
1.2222645282745361,8.3,43.09,10.0,75.0,43.09
1.3666813373565674,6.3,43.15,11.0,75.0,43.15
1.5147829055786133,14.3,43.16,9.0,75.0,43.16
1.6605968475341797,9.7,43.16,11.0,75.0,43.16
1.7943873405456543,10.2,43.15,10.0,75.0,43.15
1.9334971904754639,11.9,43.17,10.0,75.0,43.17
2.0715208053588867,9.9,43.17,11.0,75.0,43.17
2.2070729732513428,8.6,43.16,10.0,75.0,43.16
2.350510597229004,5.2,43.17,11.0,75.0,43.17
2.4813168048858643,6.2,43.17,10.0,75.0,43.17
2.6109445095062256,5.1,43.2,10.0,75.0,43.2
2.751148223876953,7.5,43.23,11.0,75.0,43.23
2.903290271759033,10.3,43.11,8.0,75.0,43.11
3.034595489501953,11.1,42.91,10.0,75.0,42.91
3.167018175125122,12.6,42.83,11.0,75.0,42.83
3.2994229793548584,11.8,42.74,10.0,75.0,42.74
3.4310107231140137,10.3,42.53,10.0,75.0,42.53
3.563314914703369,10.3,42.45,11.0,75.0,42.45
3.6997549533843994,5.2,42.32,9.0,75.0,42.32
3.832561731338501,5.7,42.16,10.0,75.0,42.16
3.970132350921631,5.1,42.18,11.0,75.0,42.18
4.102628707885742,4.9,42.16,10.0,75.0,42.16
4.242168426513672,4.7,42.22,11.0,75.0,42.22
4.380872011184692,24.5,42.28,4.0,75.0,42.28
4.4724273681640625,4.4,42.37,9.0,75.0,42.37
4.5542151927948,4.9,42.47,9.0,75.0,42.47
4.638560056686401,4.7,42.55,8.0,75.0,42.55
4.71997332572937,4.9,42.55,8.0,75.0,42.55
4.812250852584839,4.4,42.67,8.0,75.0,42.67
4.897269248962402,5.3,42.74,9.0,75.0,42.74
4.988280296325684,5.5,42.83,9.0,75.0,42.83
5.077239036560059,4.5,42.92,9.0,75.0,42.92
5.159083843231201,5.5,43.04,9.0,75.0,43.04
5.246314764022827,4.6,43.14,9.0,75.0,43.14
5.33326530456543,5.2,43.13,7.0,75.0,43.13
5.422104597091675,4.5,43.13,7.0,75.0,43.13
5.511647939682007,4.5,43.15,8.0,75.0,43.15
5.592164993286133,6.2,43.16,9.0,75.0,43.16
5.675746202468872,5.4,43.16,9.0,75.0,43.16
5.764335870742798,4.5,43.16,9.0,75.0,43.16
5.847177028656006,4.8,43.17,9.0,75.0,43.17
5.942920923233032,5.2,43.17,8.0,75.0,43.17
6.027174711227417,4.8,43.16,8.0,75.0,43.16
6.115773677825928,4.5,43.16,8.0,75.0,43.16
6.198725461959839,7.2,43.17,9.0,75.0,43.17
6.2909462451934814,5.5,43.17,9.0,75.0,43.17
6.3726842403411865,4.9,43.17,9.0,75.0,43.17
6.470627784729004,5.1,43.19,8.0,75.0,43.19
6.556910276412964,5.2,43.19,9.0,75.0,43.19
6.644038200378418,5.2,43.18,9.0,75.0,43.18
6.725496053695679,4.3,43.17,9.0,75.0,43.17
6.81299901008606,5.7,43.17,7.0,75.0,43.17
6.894592046737671,5.5,43.16,9.0,75.0,43.16
6.984549522399902,4.5,43.15,9.0,75.0,43.15
7.068044185638428,5.4,43.16,9.0,75.0,43.16
7.153822660446167,4.7,43.17,9.0,75.0,43.17
7.236820459365845,4.8,43.17,8.0,75.0,43.17
7.327882766723633,5.5,43.16,8.0,75.0,43.16
7.409617185592651,5.6,43.16,7.0,75.0,43.16
7.504997253417969,5.2,43.17,9.0,75.0,43.17
7.5905773639678955,4.7,43.18,9.0,75.0,43.18
7.681493759155273,4.9,43.18,8.0,75.0,43.18
7.762667655944824,4.9,43.18,9.0,75.0,43.18
7.8494555950164795,4.6,43.19,9.0,75.0,43.19
7.932702302932739,5.4,43.19,8.0,75.0,43.19
8.02276611328125,5.0,43.19,8.0,75.0,43.19
8.106763124465942,4.8,43.2,8.0,75.0,43.2
8.198242425918579,4.4,43.21,9.0,75.0,43.21
8.279321908950806,4.3,43.21,9.0,75.0,43.21
8.367076396942139,5.1,43.21,9.0,75.0,43.21
8.448348045349121,4.9,43.22,9.0,75.0,43.22
8.54299259185791,4.3,43.21,8.0,75.0,43.21
8.628190279006958,4.7,43.2,8.0,75.0,43.2
8.719000101089478,5.5,43.2,8.0,75.0,43.2
8.803536415100098,4.2,43.19,8.0,75.0,43.19
8.885485172271729,4.9,43.19,9.0,75.0,43.19
8.970026731491089,5.4,43.19,9.0,75.0,43.19
9.05683970451355,5.2,43.2,9.0,75.0,43.2
9.150354146957397,4.3,43.18,8.0,75.0,43.18
9.233859777450562,5.4,43.16,8.0,75.0,43.16
9.32581377029419,4.4,43.15,8.0,75.0,43.15
9.406768083572388,5.0,43.15,7.0,75.0,43.15
