time_seconds,cpu_util,gpu0_power,gpu0_util,gpu0_temp,total_power
2.1457672119140625e-06,14.0,36.65,0.0,54.0,36.65
0.23871135711669922,26.5,36.48,12.0,54.0,36.48
0.46098804473876953,5.4,36.3,14.0,54.0,36.3
0.6818046569824219,6.4,36.18,14.0,54.0,36.18
0.8971989154815674,5.6,36.31,12.0,54.0,36.31
1.119365930557251,5.9,36.53,12.0,54.0,36.53
1.3380153179168701,6.2,36.61,13.0,54.0,36.61
1.5576503276824951,5.7,36.79,14.0,55.0,36.79
1.775691032409668,5.1,36.97,14.0,55.0,36.97
1.9851348400115967,5.3,37.21,10.0,55.0,37.21
2.202308416366577,5.1,37.38,12.0,55.0,37.38
2.4133102893829346,4.8,37.46,13.0,55.0,37.46
2.632979154586792,5.0,37.45,13.0,55.0,37.45
2.851780652999878,4.8,37.45,14.0,55.0,37.45
3.075296640396118,5.1,37.44,13.0,55.0,37.44
3.302042245864868,4.9,37.45,11.0,55.0,37.45
3.516932964324951,4.7,37.47,13.0,55.0,37.47
3.7395377159118652,5.2,37.47,13.0,55.0,37.47
3.952911853790283,5.2,37.47,14.0,55.0,37.47
4.175352096557617,4.7,37.46,13.0,55.0,37.46
4.388492822647095,4.9,37.48,11.0,55.0,37.48
4.610055685043335,4.8,37.47,12.0,55.0,37.47
4.823171377182007,4.9,37.47,13.0,55.0,37.47
5.04792046546936,5.1,37.46,13.0,55.0,37.46
5.261642217636108,4.7,37.47,14.0,55.0,37.47
5.485405921936035,5.6,37.44,10.0,55.0,37.44
5.700402736663818,5.1,37.47,12.0,55.0,37.47
5.923361539840698,4.7,37.45,12.0,55.0,37.45
6.137186288833618,5.1,37.47,14.0,55.0,37.47
6.359996795654297,4.7,37.47,14.0,55.0,37.47
6.575355768203735,5.1,37.49,14.0,55.0,37.49
6.810825824737549,13.9,37.44,13.0,55.0,37.44
6.995187282562256,7.6,37.46,13.0,55.0,37.46
7.178149461746216,5.2,37.43,10.0,55.0,37.43
7.349921464920044,4.9,37.44,14.0,55.0,37.44
7.53369927406311,5.2,37.28,14.0,55.0,37.28
7.716243505477905,5.8,37.13,13.0,55.0,37.13
7.905833721160889,5.8,37.01,13.0,55.0,37.01
8.086872577667236,5.8,36.85,12.0,55.0,36.85
8.271256923675537,4.9,36.78,11.0,55.0,36.78
8.453980922698975,4.9,36.64,13.0,55.0,36.64
8.636723756790161,4.9,36.64,14.0,55.0,36.64
8.814816951751709,4.8,36.71,14.0,55.0,36.71
8.999495029449463,4.9,36.89,13.0,55.0,36.89
9.178369283676147,5.3,37.06,10.0,55.0,37.06
9.365763425827026,4.8,37.15,12.0,55.0,37.15
9.546294212341309,4.7,37.32,14.0,55.0,37.32
9.729176759719849,4.9,37.48,14.0,55.0,37.48
9.908519744873047,4.8,37.58,14.0,55.0,37.58
10.09500789642334,5.4,37.58,13.0,55.0,37.58
10.27255654335022,4.8,37.59,11.0,55.0,37.59
10.462899923324585,5.5,37.59,13.0,55.0,37.59
10.643813610076904,5.2,37.6,14.0,55.0,37.6
10.826529026031494,4.9,37.61,14.0,55.0,37.61
11.005280256271362,4.8,37.62,14.0,55.0,37.62
11.185665845870972,5.0,37.64,12.0,56.0,37.64
11.372145414352417,4.8,37.65,11.0,55.0,37.65
11.55105710029602,5.3,37.64,13.0,56.0,37.64
11.726629495620728,5.1,37.65,14.0,55.0,37.65
11.904451131820679,4.8,37.7,14.0,56.0,37.7
12.080358505249023,4.8,37.69,11.0,56.0,37.69
12.263608455657959,4.9,37.69,12.0,56.0,37.69
12.44753122329712,4.6,37.7,14.0,56.0,37.7
12.623735666275024,5.1,37.71,15.0,56.0,37.71
12.80742859840393,4.9,37.7,14.0,56.0,37.7
12.988054990768433,5.0,37.67,13.0,56.0,37.67
13.174703359603882,4.8,37.63,11.0,56.0,37.63
13.357775449752808,4.9,37.63,14.0,56.0,37.63
13.54754376411438,4.7,37.63,14.0,56.0,37.63
13.725863695144653,5.0,37.62,14.0,56.0,37.62
13.906569957733154,5.0,37.62,14.0,56.0,37.62
14.084913730621338,4.8,37.63,12.0,56.0,37.63
14.263569355010986,5.0,37.65,12.0,56.0,37.65
14.443634510040283,4.7,37.67,14.0,56.0,37.67
14.628484964370728,4.9,37.66,14.0,56.0,37.66
14.804677963256836,4.8,37.64,14.0,56.0,37.64
14.994017124176025,5.0,37.47,13.0,56.0,37.47
15.173625469207764,4.7,37.28,10.0,56.0,37.28
15.354138851165771,5.0,37.21,14.0,56.0,37.21
15.538698673248291,4.9,37.04,14.0,56.0,37.04
15.7218017578125,4.9,36.88,14.0,56.0,36.88
