scaling_factors,factors_second,discrimination_data,f1_scores_data,std_discrimination_data,std_wager_data,setting
"[1, 2, 3, 5, 10, 15, 25, 50, 100]","[0.1, 0.2, 0.5, 1.0, 2.0, 5.0]","[[np.float64(0.9600000000000002), np.float64(0.9862999999999991), np.float64(0.9950999999999997), np.float64(0.9993), np.float64(0.9998999999999999), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)], [np.float64(0.9589999999999995), np.float64(0.9834999999999994), np.float64(0.9953999999999997), np.float64(0.9993), np.float64(0.9998999999999999), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)], [np.float64(0.9609999999999996), np.float64(0.9882999999999997), np.float64(0.9957999999999996), np.float64(0.9997), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)], [np.float64(0.9564999999999997), np.float64(0.9862999999999996), np.float64(0.9958999999999996), np.float64(0.9997), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)], [np.float64(0.9589999999999995), np.float64(0.9831999999999997), np.float64(0.9965999999999997), np.float64(0.9991), np.float64(0.9999000000000001), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)], [np.float64(0.9601999999999995), np.float64(0.9862999999999996), np.float64(0.9960999999999999), np.float64(0.9993), np.float64(0.9998), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0)]]","[[np.float64(0.6911000000000002), np.float64(0.7187999999999996), np.float64(0.7408999999999999), np.float64(0.7137000000000002), np.float64(0.7090000000000002), np.float64(0.672), np.float64(0.7050000000000003), np.float64(0.7262000000000002), np.float64(0.6676999999999998)], [np.float64(0.7962000000000002), np.float64(0.8208999999999999), np.float64(0.8348000000000002), np.float64(0.8620000000000002), np.float64(0.8681000000000002), np.float64(0.8801000000000003), np.float64(0.8594000000000003), np.float64(0.8242000000000002), np.float64(0.8192)], [np.float64(0.8454999999999994), np.float64(0.8869000000000002), np.float64(0.9016999999999997), np.float64(0.9157000000000001), np.float64(0.9400000000000007), np.float64(0.9484000000000004), np.float64(0.9581999999999994), np.float64(0.962099999999999), np.float64(0.9647999999999999)], [np.float64(0.8446000000000001), np.float64(0.8883000000000004), np.float64(0.9022999999999994), np.float64(0.9257000000000007), np.float64(0.9447000000000001), np.float64(0.9536000000000002), np.float64(0.9614999999999989), np.float64(0.969499999999999), np.float64(0.9750999999999997)], [np.float64(0.8565999999999999), np.float64(0.8959999999999998), np.float64(0.9081000000000004), np.float64(0.9258000000000005), np.float64(0.9458999999999995), np.float64(0.9530000000000003), np.float64(0.9610999999999988), np.float64(0.9696999999999991), np.float64(0.9742999999999996)], [np.float64(0.8621000000000002), np.float64(0.8950000000000001), np.float64(0.9132000000000003), np.float64(0.9287000000000006), np.float64(0.9466), np.float64(0.9537000000000003), np.float64(0.9611999999999986), np.float64(0.968799999999999), np.float64(0.9733999999999996)]]","[[np.float64(0.02771281292110203), np.float64(0.01254232833249075), np.float64(0.008999444427296615), np.float64(0.002551470164434618), np.float64(0.0009949874371066214), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)], [np.float64(0.029206163733020454), np.float64(0.0155161206491829), np.float64(0.008052328855678971), np.float64(0.0035369478367654828), np.float64(0.000994987437106621), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)], [np.float64(0.02559296778413946), np.float64(0.011752021102772067), np.float64(0.007096477999684081), np.float64(0.0017058722109231995), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)], [np.float64(0.023680160472429233), np.float64(0.013539202339872181), np.float64(0.0073613857391119), np.float64(0.0017058722109231995), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)], [np.float64(0.030479501308256333), np.float64(0.0134074606096755), np.float64(0.006359245238233865), np.float64(0.003192177939902477), np.float64(0.0009949874371066225), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)], [np.float64(0.025650730983736127), np.float64(0.013465140177510236), np.float64(0.006617401302626288), np.float64(0.002551470164434619), np.float64(0.0019899748742132416), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]]","[[np.float64(0.12946733178682565), np.float64(0.14515701843176584), np.float64(0.1578422947121588), np.float64(0.17681999321343722), np.float64(0.17418094040393742), np.float64(0.17422973339817743), np.float64(0.18418197523101984), np.float64(0.18120584979519838), np.float64(0.18705002004811433)], [np.float64(0.09094811707781528), np.float64(0.09919773182890824), np.float64(0.1299652261183737), np.float64(0.1161292383510716), np.float64(0.13276064929036768), np.float64(0.12000412492910398), np.float64(0.15449155316715535), np.float64(0.17173339803311408), np.float64(0.1827275567614255)], [np.float64(0.039808918598726074), np.float64(0.02386189430870904), np.float64(0.019445050784196997), np.float64(0.0321326936312535), np.float64(0.011832159566199194), np.float64(0.01369087287209986), np.float64(0.013883803513446875), np.float64(0.03250523034836084), np.float64(0.052506761469357496)], [np.float64(0.03404173908601027), np.float64(0.022893448844593104), np.float64(0.018646983670288348), np.float64(0.012669254121691596), np.float64(0.008994998610338954), np.float64(0.007002856560004642), np.float64(0.005722761571129807), np.float64(0.0040926763859362265), np.float64(0.00499899989998)], [np.float64(0.03718117803405372), np.float64(0.026229754097208006), np.float64(0.020034719863277362), np.float64(0.011504781614615694), np.float64(0.009175510884958932), np.float64(0.008306623862918073), np.float64(0.0054580216195980824), np.float64(0.00537680202350803), np.float64(0.00495075751779463)], [np.float64(0.03633992294983577), np.float64(0.026019223662515384), np.float64(0.018214280112043946), np.float64(0.011194194924155972), np.float64(0.009297311439335557), np.float64(0.007022107945624317), np.float64(0.006209669878504011), np.float64(0.0051536394906900535), np.float64(0.004943682837723311)]]",3
