time_seconds,cpu_util,gpu0_power,gpu0_util,gpu0_temp,total_power
0.00037980079650878906,4.9,71.83,0.0,81.0,71.83
3.2017436027526855,5.5,42.4,0.0,79.0,42.4
3.2475426197052,4.4,42.35,3.0,79.0,42.35
3.2933292388916016,5.4,42.35,3.0,79.0,42.35
3.339385509490967,4.3,42.37,3.0,79.0,42.37
3.3850626945495605,3.3,42.37,3.0,79.0,42.37
3.430720329284668,4.4,42.44,3.0,79.0,42.44
3.476799726486206,5.4,42.44,3.0,79.0,42.44
3.522427797317505,4.4,42.54,3.0,79.0,42.54
3.5679032802581787,4.4,42.54,3.0,79.0,42.54
3.6142919063568115,4.4,42.54,3.0,79.0,42.54
3.6602377891540527,5.4,42.67,3.0,79.0,42.67
3.706367254257202,4.3,42.67,3.0,79.0,42.67
3.7526891231536865,4.3,42.86,4.0,79.0,42.86
3.7989187240600586,5.4,42.86,4.0,79.0,42.86
3.8446099758148193,3.3,43.04,3.0,79.0,43.04
3.8905551433563232,4.4,43.04,3.0,79.0,43.04
3.9366440773010254,4.3,43.21,3.0,79.0,43.21
3.982050657272339,4.4,43.21,3.0,79.0,43.21
4.02782678604126,4.4,43.4,3.0,79.0,43.4
4.074081897735596,5.3,43.4,3.0,79.0,43.4
4.119949102401733,4.4,43.4,3.0,79.0,43.4
4.166834592819214,4.3,43.6,3.0,79.0,43.6
4.212746858596802,3.3,43.6,3.0,79.0,43.6
4.258751153945923,5.4,43.76,3.0,79.0,43.76
4.305529832839966,3.3,43.76,3.0,79.0,43.76
4.35216212272644,5.3,43.89,3.0,79.0,43.89
4.398820400238037,4.3,43.89,3.0,79.0,43.89
4.445380926132202,4.3,44.01,3.0,79.0,44.01
4.4916863441467285,4.3,44.01,3.0,79.0,44.01
4.537599086761475,5.4,44.11,3.0,79.0,44.11
4.583923816680908,4.3,44.11,3.0,79.0,44.11
4.629866123199463,4.4,44.21,3.0,79.0,44.21
4.67558217048645,4.4,44.21,3.0,79.0,44.21
4.721448659896851,3.3,44.24,3.0,79.0,44.24
4.767548561096191,5.4,44.24,3.0,79.0,44.24
4.8138628005981445,3.3,44.24,3.0,79.0,44.24
4.860032081604004,5.4,44.25,3.0,79.0,44.25
4.905715465545654,4.4,44.25,3.0,79.0,44.25
4.951752662658691,3.3,44.26,4.0,79.0,44.26
4.998093605041504,5.4,44.26,4.0,79.0,44.26
5.043978929519653,4.4,44.26,3.0,79.0,44.26
5.089374542236328,4.4,44.26,3.0,79.0,44.26
5.135710716247559,4.3,44.26,3.0,79.0,44.26
5.182639122009277,5.3,44.26,3.0,79.0,44.26
5.228624582290649,3.3,44.25,3.0,79.0,44.25
5.274511814117432,5.4,44.25,3.0,79.0,44.25
5.3208534717559814,3.3,44.26,3.0,79.0,44.26
5.3664093017578125,5.4,44.26,3.0,79.0,44.26
5.412195920944214,4.4,44.26,3.0,79.0,44.26
5.458300590515137,3.3,44.25,3.0,79.0,44.25
5.50397801399231,5.4,44.25,3.0,79.0,44.25
5.5501861572265625,4.3,44.26,3.0,79.0,44.26
5.596538305282593,4.3,44.26,3.0,79.0,44.26
5.644874572753906,5.2,44.26,3.0,79.0,44.26
5.6917338371276855,5.3,44.26,3.0,79.0,44.26
5.737941026687622,4.3,44.25,3.0,79.0,44.25
5.78424072265625,4.3,44.25,3.0,79.0,44.25
5.830621957778931,4.3,44.24,3.0,79.0,44.24
5.876823663711548,4.3,44.24,3.0,79.0,44.24
5.923190355300903,4.3,44.23,3.0,79.0,44.23
5.969167470932007,4.4,44.23,3.0,79.0,44.23
6.015092372894287,4.3,44.23,3.0,79.0,44.23
6.060626268386841,5.5,44.24,3.0,79.0,44.24
6.107107877731323,3.3,44.24,3.0,79.0,44.24
6.153534650802612,4.3,44.24,3.0,79.0,44.24
6.199686765670776,5.4,44.24,3.0,79.0,44.24
6.245973825454712,4.3,44.24,3.0,79.0,44.24
6.291625261306763,4.4,44.24,3.0,79.0,44.24
6.337790489196777,5.4,44.24,3.0,79.0,44.24
6.38311243057251,3.4,44.24,3.0,79.0,44.24
6.429507732391357,5.4,44.22,3.0,79.0,44.22
6.475340843200684,4.3,44.22,3.0,79.0,44.22
6.521408319473267,4.4,44.21,3.0,79.0,44.21
6.567462205886841,3.3,44.21,3.0,79.0,44.21
