time_seconds,cpu_util,gpu0_power,gpu0_util,gpu0_temp,total_power
0.00039577484130859375,11.4,63.11,0.0,86.0,63.11
7.486748933792114,6.9,45.26,10.0,84.0,45.26
7.556591033935547,6.5,45.31,4.0,84.0,45.31
7.623230457305908,6.8,45.37,4.0,84.0,45.37
7.690577507019043,5.2,45.37,4.0,84.0,45.37
7.756523132324219,5.3,45.43,4.0,84.0,45.43
7.809605121612549,4.8,45.48,4.0,84.0,45.48
7.877164125442505,5.2,45.48,4.0,84.0,45.48
7.942840576171875,6.9,45.54,5.0,84.0,45.54
8.011414051055908,6.6,45.56,3.0,84.0,45.56
8.079513788223267,5.9,45.56,3.0,84.0,45.56
8.150427341461182,6.3,45.93,5.0,84.0,45.93
8.217307567596436,5.3,45.95,3.0,84.0,45.95
8.286469221115112,5.1,45.95,3.0,84.0,45.95
8.352985382080078,6.8,45.89,4.0,84.0,45.89
8.41833758354187,6.2,45.83,4.0,84.0,45.83
8.48560905456543,6.0,45.83,4.0,84.0,45.83
8.551767349243164,5.4,45.97,4.0,84.0,45.97
8.619758605957031,6.6,45.85,4.0,84.0,45.85
8.685500860214233,6.2,45.85,4.0,84.0,45.85
8.748406410217285,5.6,45.75,4.0,84.0,45.75
8.814287900924683,4.6,45.62,4.0,84.0,45.62
8.879502773284912,5.4,45.62,4.0,84.0,45.62
8.945758581161499,6.0,45.51,5.0,84.0,45.51
9.01122498512268,5.4,45.37,3.0,84.0,45.37
9.077077150344849,4.6,45.37,3.0,84.0,45.37
9.142041444778442,5.4,45.3,5.0,84.0,45.3
9.20774221420288,5.3,45.17,5.0,84.0,45.17
9.273255825042725,5.4,45.17,3.0,84.0,45.17
9.339354276657104,6.1,45.08,5.0,84.0,45.08
9.405579805374146,5.3,45.05,5.0,84.0,45.05
9.470921516418457,5.4,45.05,3.0,84.0,45.05
9.538211107254028,6.0,45.09,5.0,84.0,45.09
9.604297161102295,5.3,45.07,5.0,84.0,45.07
9.671614646911621,5.2,45.07,3.0,84.0,45.07
9.737664461135864,5.3,45.17,5.0,84.0,45.17
9.80545949935913,5.2,45.25,5.0,84.0,45.25
9.871238470077515,5.3,45.25,3.0,84.0,45.25
9.939005851745605,5.2,45.41,5.0,84.0,45.41
10.008974313735962,5.0,45.48,3.0,84.0,45.48
10.075138807296753,5.3,45.48,3.0,84.0,45.48
10.141597032546997,5.3,45.63,5.0,84.0,45.63
10.207120656967163,5.3,45.69,5.0,84.0,45.69
10.273313283920288,5.3,45.69,3.0,84.0,45.69
10.33886981010437,6.2,45.84,5.0,84.0,45.84
10.406248331069946,5.2,45.92,5.0,84.0,45.92
10.471385717391968,5.4,45.92,3.0,84.0,45.92
10.538415908813477,5.2,46.07,5.0,84.0,46.07
10.605861902236938,7.5,46.11,5.0,84.0,46.11
10.674733877182007,5.1,46.11,3.0,84.0,46.11
10.74161958694458,5.3,46.26,5.0,84.0,46.26
10.807919263839722,5.3,46.28,3.0,84.0,46.28
10.873115062713623,5.4,46.28,3.0,84.0,46.28
10.9387526512146,4.7,46.33,5.0,84.0,46.33
11.005533218383789,5.3,46.27,5.0,84.0,46.27
11.070963382720947,5.3,46.27,3.0,84.0,46.27
11.13895559310913,5.2,46.33,5.0,84.0,46.33
11.204275846481323,5.4,46.28,5.0,84.0,46.28
11.272486686706543,5.1,46.28,3.0,84.0,46.28
11.338091850280762,4.7,46.33,5.0,84.0,46.33
11.405933618545532,6.6,46.26,5.0,84.0,46.26
11.474011182785034,5.2,46.26,3.0,84.0,46.26
11.54273509979248,5.1,46.31,5.0,84.0,46.31
11.610287189483643,5.9,46.26,3.0,84.0,46.26
11.679096221923828,5.1,46.26,3.0,84.0,46.26
11.745754480361938,5.3,46.29,5.0,84.0,46.29
11.813232660293579,4.5,46.26,3.0,84.0,46.26
11.880582332611084,5.2,46.26,3.0,84.0,46.26
11.947914123535156,5.2,46.29,5.0,84.0,46.29
12.01487922668457,4.5,46.25,3.0,84.0,46.25
12.081793546676636,5.3,46.25,3.0,84.0,46.25
12.14777946472168,5.3,46.3,5.0,84.0,46.3
12.215231657028198,5.2,46.26,3.0,84.0,46.26
12.282642602920532,4.5,46.26,3.0,84.0,46.26
12.350533723831177,5.9,46.29,5.0,84.0,46.29
12.41687822341919,5.3,46.26,3.0,84.0,46.26
12.483554363250732,5.3,46.26,3.0,84.0,46.26
12.550616264343262,4.5,46.3,4.0,84.0,46.3
12.618284702301025,5.2,46.27,4.0,84.0,46.27
12.6854088306427,4.5,46.27,4.0,84.0,46.27
12.753201484680176,5.9,46.31,4.0,84.0,46.31
12.820218801498413,4.5,46.29,4.0,84.0,46.29
12.887765645980835,5.2,46.29,4.0,84.0,46.29
12.954798221588135,5.3,46.31,4.0,84.0,46.31
13.021742105484009,5.3,46.29,4.0,84.0,46.29
13.087767362594604,5.3,46.29,4.0,84.0,46.29
13.154769659042358,4.5,46.31,4.0,84.0,46.31
13.221001863479614,5.3,46.28,4.0,84.0,46.28
13.287226676940918,5.3,46.28,4.0,84.0,46.28
13.353381156921387,4.6,46.3,4.0,84.0,46.3
13.420793294906616,5.9,46.29,4.0,84.0,46.29
13.488293647766113,5.2,46.29,4.0,84.0,46.29
13.554476499557495,4.6,46.3,4.0,84.0,46.3
13.621795415878296,5.9,46.28,4.0,84.0,46.28
13.687938213348389,4.6,46.28,4.0,84.0,46.28
13.755541563034058,5.9,46.3,4.0,84.0,46.3
13.822142124176025,4.5,46.28,4.0,84.0,46.28
13.889410495758057,4.5,46.28,4.0,84.0,46.28
13.955846548080444,6.0,46.28,4.0,84.0,46.28
14.023372173309326,4.5,46.27,4.0,84.0,46.27
14.08929443359375,5.3,46.27,4.0,84.0,46.27
14.156947612762451,5.2,46.27,4.0,84.0,46.27
14.22355318069458,5.3,46.27,4.0,84.0,46.27
14.29091477394104,5.2,46.27,4.0,84.0,46.27
14.357337951660156,5.3,46.27,4.0,84.0,46.27
14.424392938613892,4.5,46.26,4.0,84.0,46.26
14.491640090942383,5.9,46.26,4.0,84.0,46.26
14.5596182346344,5.2,46.25,4.0,84.0,46.25
14.627596139907837,5.1,46.26,4.0,84.0,46.26
14.695593357086182,4.5,46.26,4.0,84.0,46.26
14.762436389923096,5.3,46.24,3.0,84.0,46.24
14.830440044403076,5.1,46.25,5.0,84.0,46.25
14.898098707199097,5.2,46.25,5.0,84.0,46.25
14.965720415115356,4.5,46.23,3.0,84.0,46.23
15.032782077789307,4.5,46.24,5.0,84.0,46.24
15.100789070129395,5.8,46.24,5.0,84.0,46.24
15.16740083694458,4.6,46.22,3.0,84.0,46.22
15.235153675079346,5.1,46.24,5.0,84.0,46.24
15.300781488418579,5.3,46.24,5.0,84.0,46.24
15.368374347686768,5.2,46.21,3.0,84.0,46.21
15.434384107589722,6.1,46.22,5.0,84.0,46.22
15.501501560211182,4.5,46.2,5.0,84.0,46.2
15.56823182106018,5.3,46.2,3.0,84.0,46.2
15.63499140739441,5.3,46.22,5.0,84.0,46.22
15.702007293701172,5.2,46.19,5.0,84.0,46.19
15.768765687942505,5.3,46.19,3.0,84.0,46.19
15.835238456726074,5.3,46.1,5.0,84.0,46.1
15.902517795562744,5.2,45.96,5.0,84.0,45.96
15.968619585037231,4.6,45.96,3.0,84.0,45.96
16.036189794540405,5.2,45.87,5.0,84.0,45.87
16.103702306747437,5.2,45.71,5.0,84.0,45.71
16.1705265045166,5.3,45.71,3.0,84.0,45.71
16.23698592185974,4.5,45.62,5.0,84.0,45.62
16.304096937179565,5.2,45.46,5.0,84.0,45.46
16.370357036590576,5.3,45.46,3.0,84.0,45.46
16.437190771102905,6.0,45.37,5.0,84.0,45.37
16.50399088859558,5.2,45.23,5.0,84.0,45.23
16.571050882339478,5.2,45.23,3.0,84.0,45.23
16.63872528076172,4.5,45.15,5.0,84.0,45.15
16.705966234207153,5.3,44.98,3.0,84.0,44.98
16.774717330932617,5.1,44.98,3.0,84.0,44.98
16.84227204322815,5.2,44.9,5.0,84.0,44.9
16.908356428146362,5.3,44.88,3.0,84.0,44.88
16.976384162902832,5.2,44.88,3.0,84.0,44.88
17.04543137550354,5.1,44.89,5.0,84.0,44.89
17.11236310005188,6.0,44.88,3.0,84.0,44.88
17.180328845977783,4.4,44.88,3.0,84.0,44.88
17.246421575546265,5.3,44.98,5.0,84.0,44.98
17.313921213150024,4.5,45.08,3.0,84.0,45.08
17.381378650665283,5.9,45.08,3.0,84.0,45.08
17.448303937911987,6.0,45.23,4.0,84.0,45.23
17.51551342010498,5.2,45.32,4.0,84.0,45.32
17.58279252052307,4.5,45.32,4.0,84.0,45.32
17.64936852455139,4.5,45.46,4.0,84.0,45.46
17.71673011779785,5.9,45.54,4.0,84.0,45.54
17.783833503723145,6.0,45.54,4.0,84.0,45.54
17.85196280479431,4.4,45.7,4.0,84.0,45.7
17.920156717300415,5.8,45.81,4.0,84.0,45.81
17.98634362220764,4.6,45.81,4.0,84.0,45.81
18.05138635635376,4.7,45.94,4.0,84.0,45.94
18.118481159210205,5.3,46.04,4.0,84.0,46.04
18.186480283737183,5.1,46.04,4.0,84.0,46.04
18.253801822662354,5.2,46.16,4.0,84.0,46.16
18.32213544845581,5.1,46.2,4.0,84.0,46.2
18.390343189239502,5.1,46.2,4.0,84.0,46.2
18.457226514816284,6.0,46.21,4.0,84.0,46.21
18.524622917175293,5.2,46.19,4.0,84.0,46.19
18.591490507125854,4.5,46.19,4.0,84.0,46.19
18.65854573249817,5.2,46.2,3.0,84.0,46.2
18.72640347480774,5.2,46.2,5.0,84.0,46.2
18.794023275375366,5.2,46.2,5.0,84.0,46.2
18.86189317703247,5.1,46.19,3.0,84.0,46.19
18.92881464958191,4.6,46.19,5.0,84.0,46.19
18.99566912651062,5.2,46.19,5.0,84.0,46.19
19.06366539001465,5.9,46.18,3.0,84.0,46.18
19.131076097488403,4.5,46.18,5.0,84.0,46.18
19.197840452194214,5.3,46.18,5.0,84.0,46.18
19.264951467514038,5.2,46.16,3.0,84.0,46.16
19.332348585128784,5.2,46.17,5.0,84.0,46.17
19.401201009750366,5.1,46.15,5.0,84.0,46.15
19.469932794570923,5.8,46.15,3.0,84.0,46.15
19.536834001541138,5.3,46.17,5.0,84.0,46.17
19.604708433151245,4.5,46.15,5.0,84.0,46.15
19.671494722366333,6.0,46.15,3.0,84.0,46.15
19.739826440811157,5.1,46.16,5.0,84.0,46.16
19.80794882774353,5.1,46.13,3.0,84.0,46.13
19.87554383277893,5.2,46.13,3.0,84.0,46.13
19.943766832351685,5.1,46.16,5.0,84.0,46.16
19.992305278778076,5.2,46.16,5.0,84.0,46.16
20.043050050735474,5.0,46.13,4.0,84.0,46.13
20.11188268661499,5.1,46.15,5.0,84.0,46.15
20.180497407913208,4.4,46.15,5.0,84.0,46.15
20.24659252166748,6.0,46.13,5.0,84.0,46.13
20.31416416168213,4.5,46.13,3.0,84.0,46.13
20.38048553466797,5.3,46.13,3.0,84.0,46.13
20.449665784835815,5.8,46.11,5.0,84.0,46.11
20.51686120033264,5.2,46.11,3.0,84.0,46.11
20.582870483398438,5.3,46.11,3.0,84.0,46.11
20.651251792907715,4.4,46.08,4.0,84.0,46.08
20.71862292289734,5.9,46.1,4.0,84.0,46.1
20.787158966064453,5.8,46.1,4.0,84.0,46.1
20.85405158996582,4.5,46.08,4.0,84.0,46.08
20.92065453529358,5.3,46.1,4.0,84.0,46.1
20.9884135723114,5.2,46.1,4.0,84.0,46.1
21.056697845458984,5.2,46.09,4.0,84.0,46.09
21.12514567375183,5.1,46.1,4.0,84.0,46.1
21.191649913787842,5.3,46.1,4.0,84.0,46.1
21.25973129272461,5.2,46.08,3.0,84.0,46.08
21.327391386032104,5.2,46.08,5.0,84.0,46.08
21.39452338218689,5.3,46.08,5.0,84.0,46.08
21.463981866836548,5.1,46.09,3.0,84.0,46.09
