time_seconds,cpu_util,gpu0_power,gpu0_util,gpu0_temp,total_power
1.6689300537109375e-06,5.5,41.28,0.0,76.0,41.28
2.800168752670288,10.1,43.34,14.0,76.0,43.34
3.0880815982818604,8.7,43.78,21.0,77.0,43.78
3.347379207611084,6.0,44.02,6.0,77.0,44.02
3.607950210571289,7.8,44.65,15.0,77.0,44.65
3.861891031265259,6.0,45.16,25.0,77.0,45.16
4.115273475646973,6.7,45.19,13.0,77.0,45.19
4.380004167556763,6.1,45.4,25.0,77.0,45.4
4.6778244972229,7.8,45.31,23.0,77.0,45.31
4.980996370315552,10.5,44.88,23.0,77.0,44.88
5.281511306762695,7.7,44.59,23.0,77.0,44.59
5.579196929931641,5.9,44.27,23.0,77.0,44.27
5.873271465301514,6.0,44.09,23.0,77.0,44.09
6.174811124801636,7.5,44.09,22.0,77.0,44.09
6.470029830932617,5.4,44.4,23.0,77.0,44.4
6.754678726196289,6.0,44.73,8.0,77.0,44.73
7.004709482192993,5.0,44.91,18.0,77.0,44.91
7.288891792297363,5.8,45.29,21.0,77.0,45.29
7.584850549697876,6.1,45.3,22.0,77.0,45.3
7.896437883377075,12.8,45.26,21.0,77.0,45.26
8.219747066497803,10.7,45.03,16.0,77.0,45.03
8.529422283172607,7.7,44.94,13.0,77.0,44.94
8.831438779830933,6.2,44.95,13.0,77.0,44.95
9.121920824050903,7.1,45.03,14.0,77.0,45.03
9.411913633346558,5.5,45.1,17.0,77.0,45.1
9.71022915840149,9.5,45.19,17.0,77.0,45.19
10.0060555934906,5.6,45.21,18.0,77.0,45.21
10.306252002716064,6.7,45.19,17.0,77.0,45.19
10.59514832496643,6.5,45.2,20.0,77.0,45.2
10.893304109573364,8.5,45.18,19.0,77.0,45.18
11.14158034324646,7.1,45.07,6.0,77.0,45.07
11.395917892456055,6.6,45.24,18.0,77.0,45.24
11.642282009124756,6.1,45.27,6.0,77.0,45.27
11.89252758026123,5.6,45.44,19.0,77.0,45.44
12.136224746704102,5.8,45.39,6.0,77.0,45.39
12.38542628288269,5.7,45.46,22.0,77.0,45.46
12.650222301483154,8.2,45.1,6.0,77.0,45.1
12.9187171459198,8.9,44.8,9.0,77.0,44.8
13.171375513076782,6.4,44.72,26.0,77.0,44.72
13.418365478515625,5.7,44.3,8.0,77.0,44.3
13.672435760498047,5.6,44.54,26.0,77.0,44.54
14.007077693939209,5.7,44.48,12.0,77.0,44.48
14.251908302307129,5.1,44.73,6.0,77.0,44.73
14.498288869857788,5.5,45.07,17.0,77.0,45.07
14.751424551010132,6.0,45.15,6.0,77.0,45.15
14.999018907546997,5.3,45.49,16.0,77.0,45.49
15.245370626449585,5.7,45.43,6.0,77.0,45.43
15.495795965194702,5.6,45.52,18.0,77.0,45.52
15.739253282546997,5.4,45.42,6.0,77.0,45.42
15.948766708374023,6.5,45.46,8.0,77.0,45.46
16.248879432678223,17.2,45.37,5.0,77.0,45.37
16.507356643676758,7.8,45.39,13.0,77.0,45.39
16.764094352722168,6.3,45.54,26.0,77.0,45.54
17.011478185653687,5.7,45.3,11.0,77.0,45.3
17.272767543792725,6.7,45.58,26.0,77.0,45.58
17.515186309814453,5.4,45.39,9.0,77.0,45.39
17.770775079727173,8.4,45.68,26.0,77.0,45.68
18.02010488510132,6.0,45.44,7.0,77.0,45.44
18.274581909179688,6.1,45.66,26.0,77.0,45.66
18.516952514648438,5.4,45.46,8.0,77.0,45.46
18.76505136489868,5.1,45.69,26.0,77.0,45.69
19.0160174369812,6.0,45.48,9.0,77.0,45.48
19.260220289230347,5.7,45.69,26.0,77.0,45.69
19.510236501693726,6.0,45.49,11.0,77.0,45.49
19.757235050201416,5.7,45.67,25.0,77.0,45.67
20.011566400527954,7.3,45.27,10.0,77.0,45.27
20.257744312286377,5.9,45.16,25.0,77.0,45.16
20.509458303451538,5.6,44.8,12.0,77.0,44.8
20.768232583999634,8.7,44.66,25.0,77.0,44.66
21.019880056381226,6.2,44.3,8.0,77.0,44.3
21.272016525268555,5.2,44.59,26.0,77.0,44.59
21.529064893722534,9.7,44.52,6.0,77.0,44.52
21.797651767730713,7.9,44.84,16.0,77.0,44.84
22.052897214889526,8.5,45.28,6.0,77.0,45.28
22.31893515586853,11.8,45.25,7.0,77.0,45.25
22.581501722335815,10.9,45.47,23.0,77.0,45.47
22.842096090316772,10.3,45.34,6.0,77.0,45.34
23.109625577926636,10.8,45.4,12.0,77.0,45.4
23.44216251373291,19.9,45.22,5.0,77.0,45.22
23.69383406639099,6.0,45.19,19.0,77.0,45.19
23.91529870033264,10.0,45.43,17.0,77.0,45.43
24.1994788646698,5.5,45.42,18.0,77.0,45.42
24.48026394844055,5.4,45.69,22.0,77.0,45.69
24.771613836288452,6.6,45.54,24.0,77.0,45.54
25.048279762268066,5.5,45.39,8.0,77.0,45.39
25.341804027557373,6.5,45.27,9.0,77.0,45.27
25.63123345375061,5.7,45.24,11.0,77.0,45.24
25.90797758102417,5.3,45.32,16.0,77.0,45.32
26.19643998146057,5.6,45.35,19.0,77.0,45.35
26.47305965423584,5.3,45.46,24.0,77.0,45.46
26.75679922103882,5.6,45.48,23.0,77.0,45.48
