time_seconds,cpu_util,gpu0_power,gpu0_util,gpu0_temp,total_power
4.5299530029296875e-06,17.7,32.17,0.0,58.0,32.17
0.05617332458496094,62.7,32.17,0.0,58.0,32.17
0.12448811531066895,44.9,32.07,1.0,58.0,32.07
0.18949627876281738,72.8,32.04,3.0,58.0,32.04
0.24451589584350586,9.1,32.04,3.0,58.0,32.04
0.2935521602630615,5.2,32.07,2.0,58.0,32.07
0.34801387786865234,7.3,32.07,2.0,58.0,32.07
0.4066932201385498,11.1,32.15,2.0,58.0,32.15
0.475139856338501,13.4,32.17,1.0,58.0,32.17
0.540473461151123,9.2,32.17,1.0,58.0,32.17
0.5944678783416748,6.5,32.23,1.0,58.0,32.23
0.6491968631744385,5.6,32.23,1.0,58.0,32.23
0.6997044086456299,5.0,32.29,1.0,58.0,32.29
0.7495360374450684,7.0,32.29,1.0,58.0,32.29
0.8015904426574707,4.9,32.35,1.0,58.0,32.35
0.8512248992919922,6.1,32.35,1.0,58.0,32.35
0.9003798961639404,5.2,32.41,1.0,58.0,32.41
0.9542510509490967,5.6,32.41,1.0,58.0,32.41
1.004748821258545,5.0,32.46,1.0,58.0,32.46
1.0553135871887207,5.9,32.46,1.0,58.0,32.46
1.1187288761138916,14.3,32.51,1.0,58.0,32.51
1.1769087314605713,5.3,32.51,1.0,58.0,32.51
1.2319834232330322,10.9,32.51,1.0,58.0,32.51
1.2874476909637451,8.3,32.51,1.0,58.0,32.51
1.3387842178344727,5.9,32.51,1.0,58.0,32.51
1.399176836013794,8.4,32.49,1.0,58.0,32.49
1.4533092975616455,5.6,32.49,1.0,58.0,32.49
1.5123414993286133,10.2,32.48,0.0,58.0,32.48
1.5627148151397705,5.0,32.48,0.0,58.0,32.48
1.6152915954589844,4.8,32.5,1.0,58.0,32.5
1.664874792098999,7.0,32.5,1.0,58.0,32.5
1.722681999206543,7.0,32.49,1.0,58.0,32.49
1.7723097801208496,5.1,32.49,1.0,58.0,32.49
1.8214402198791504,5.1,32.5,1.0,58.0,32.5
1.8702290058135986,6.2,32.5,1.0,58.0,32.5
1.9245202541351318,5.6,32.51,1.0,58.0,32.51
1.975541353225708,5.0,32.5,1.0,58.0,32.5
2.028306245803833,6.7,32.5,1.0,58.0,32.5
2.079333543777466,5.9,32.5,1.0,58.0,32.5
2.1338307857513428,6.4,32.5,1.0,58.0,32.5
2.183495044708252,5.1,32.5,1.0,58.0,32.5
2.2369699478149414,6.6,32.5,1.0,58.0,32.5
2.2917606830596924,5.6,32.51,1.0,58.0,32.51
2.3464314937591553,5.5,32.51,1.0,58.0,32.51
2.396881341934204,5.9,32.52,1.0,58.0,32.52
2.4516115188598633,5.5,32.52,1.0,58.0,32.52
2.50235915184021,4.0,32.51,1.0,58.0,32.51
2.5565621852874756,7.3,32.51,1.0,58.0,32.51
2.6076581478118896,5.0,32.52,1.0,58.0,32.52
2.661349058151245,4.7,32.52,1.0,58.0,32.52
2.7108099460601807,6.1,32.52,1.0,58.0,32.52
2.7638309001922607,5.7,32.52,1.0,58.0,32.52
2.814100980758667,6.0,32.53,1.0,58.0,32.53
2.8671488761901855,4.8,32.53,1.0,58.0,32.53
2.9163403511047363,6.1,32.53,1.0,58.0,32.53
2.9693503379821777,5.7,32.53,1.0,58.0,32.53
3.0192344188690186,5.1,32.53,1.0,58.0,32.53
3.071791410446167,5.7,32.53,1.0,58.0,32.53
3.122316598892212,5.9,32.54,1.0,58.0,32.54
3.1764495372772217,4.7,32.53,1.0,58.0,32.53
3.227811574935913,5.9,32.53,1.0,58.0,32.53
3.2812185287475586,4.7,32.53,1.0,58.0,32.53
3.331155300140381,6.1,32.53,1.0,58.0,32.53
3.385150194168091,5.6,32.53,1.0,58.0,32.53
